Area Type,Area Name,Period,Standard Occupational Code,Occupational Title,Total Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training
County,Shasta County,2014-2024,434171,Receptionists and Information Clerks,200,13.31,27692.00,High school diploma or equivalent,None,Short-term on-the-job training
County,Shasta County,2014-2024,533033,Light Truck or Delivery Services Drivers,200,15.41,32049.00,High school diploma or equivalent,None,Short-term on-the-job training
County,Shasta County,2014-2024,373011,Landscaping and Groundskeeping Workers,190,12.64,26299.00,No formal educational credential,None,Short-term on-the-job training
County,Shasta County,2014-2024,253098,Substitute Teachers,180,20.78,43207.00,Bachelor's degree,None,Internship/Residency
County,Shasta County,2014-2024,353011,Bartenders,180,11.02,22924.00,No formal educational credential,None,Short-term on-the-job training
County,Shasta County,2014-2024,436014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",180,14.85,30874.00,High school diploma or equivalent,None,Short-term on-the-job training
County,Shasta County,2014-2024,533032,Heavy and Tractor-Trailer Truck Drivers,180,19.44,40423.00,Postsecondary non-degree award,None,Short-term on-the-job training
County,Shasta County,2014-2024,194093,Forest and Conservation Technicians,170,,,Associate's degree,None,None
County,Shasta County,2014-2024,434051,Customer Service Representatives,170,14.55,30260.00,High school diploma or equivalent,None,Short-term on-the-job training
County,Shasta County,2014-2024,292061,Licensed Practical and Licensed Vocational Nurses,150,22.20,46170.00,Postsecondary non-degree award,None,None
County,Shasta County,2014-2024,414012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",150,23.70,49300.00,High school diploma or equivalent,None,Moderate-term on-the-job training
County,Shasta County,2014-2024,333051,Police and Sheriff's Patrol Officers,140,46.16,96018.00,High school diploma or equivalent,None,Moderate-term on-the-job training
County,Shasta County,2014-2024,351012,First-Line Supervisors of Food Preparation and Serving Workers,140,15.98,33223.00,High school diploma or equivalent,<5 years,None
County,Shasta County,2014-2024,537061,Cleaners of Vehicles and Equipment,140,9.68,20140.00,No formal educational credential,None,Short-term on-the-job training
County,Shasta County,2014-2024,172051,Civil Engineers,130,51.08,106258.00,Bachelor's degree,None,None
County,Shasta County,2014-2024,252022,"Middle School Teachers, Except Special and Career/Technical Education",130,,74413.00,Bachelor's degree,None,Internship/Residency
County,Shasta County,2014-2024,319091,Dental Assistants,130,16.85,35028.00,Postsecondary non-degree award,None,None
County,Shasta County,2014-2024,393091,Amusement and Recreation Attendants,130,9.96,20721.00,No formal educational credential,None,Short-term on-the-job training
County,Shasta County,2014-2024,395012,"Hairdressers, Hairstylists, and Cosmetologists",130,10.88,22638.00,Postsecondary non-degree award,None,None
County,Shasta County,2014-2024,332011,Firefighters,120,21.02,43716.00,Postsecondary non-degree award,None,Long-term on-the-job training
County,Shasta County,2014-2024,436013,Medical Secretaries,120,15.84,32952.00,High school diploma or equivalent,None,Moderate-term on-the-job training
County,Shasta County,2014-2024,252011,"Preschool Teachers, Except Special Education",110,11.91,24764.00,Associate's degree,None,None
County,Solano County,2014-2024,412031,Retail Salespersons,2720,10.73,22310.00,No formal educational credential,None,Short-term on-the-job training
County,Solano County,2014-2024,412011,Cashiers,2120,10.44,21713.00,No formal educational credential,None,Short-term on-the-job training
County,Solano County,2014-2024,353021,"Combined Food Preparation and Serving Workers, Including Fast Food",1990,9.74,20262.00,No formal educational credential,None,Short-term on-the-job training
County,Solano County,2014-2024,472061,Construction Laborers,1400,18.41,38277.00,No formal educational credential,None,Short-term on-the-job training
County,Solano County,2014-2024,399021,Personal Care Aides,1260,10.09,20986.00,No formal educational credential,None,Short-term on-the-job training
County,Solano County,2014-2024,537062,"Laborers and Freight, Stock, and Material Movers, Hand",1130,12.73,26487.00,No formal educational credential,None,Short-term on-the-job training
County,Solano County,2014-2024,435081,Stock Clerks and Order Fillers,1030,12.69,26402.00,No formal educational credential,None,Short-term on-the-job training
County,Solano County,2014-2024,111021,General and Operations Managers,950,47.22,98211.00,Bachelor's degree,≥5 years,None
County,Solano County,2014-2024,472031,Carpenters,840,27.81,57833.00,High school diploma or equivalent,None,Apprenticeship
County,Solano County,2014-2024,439061,"Office Clerks, General",820,16.97,35285.00,High school diploma or equivalent,None,Short-term on-the-job training
County,Solano County,2014-2024,252021,"Elementary School Teachers, Except Special Education",750,,69665.00,Bachelor's degree,None,Internship/Residency
County,Solano County,2014-2024,333012,Correctional Officers and Jailers,700,,,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Stockton-Lodi MSA,2014-2024,319092,Medical Assistants,770,14.79,30755.00,Postsecondary non-degree award,None,None
County,Solano County,2014-2024,311011,Home Health Aides,640,10.32,21455.00,No formal educational credential,None,Short-term on-the-job training
County,Solano County,2014-2024,414012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",610,32.42,67424.00,High school diploma or equivalent,None,Moderate-term on-the-job training
County,Solano County,2014-2024,411011,First-Line Supervisors of Retail Sales Workers,600,18.60,38686.00,High school diploma or equivalent,<5 years,None
County,Solano County,2014-2024,436014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",590,18.22,37884.00,High school diploma or equivalent,None,Short-term on-the-job training
County,Solano County,2014-2024,434051,Customer Service Representatives,570,18.84,39194.00,High school diploma or equivalent,None,Short-term on-the-job training
County,Solano County,2014-2024,519111,Packaging and Filling Machine Operators and Tenders,520,13.07,27182.00,High school diploma or equivalent,None,Moderate-term on-the-job training
County,Solano County,2014-2024,352021,Food Preparation Workers,500,10.46,21771.00,No formal educational credential,None,Short-term on-the-job training
County,Solano County,2014-2024,533032,Heavy and Tractor-Trailer Truck Drivers,490,21.23,44152.00,Postsecondary non-degree award,None,Short-term on-the-job training
County,Solano County,2014-2024,372011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",480,12.81,26646.00,No formal educational credential,None,Short-term on-the-job training
County,Solano County,2014-2024,132011,Accountants and Auditors,460,35.61,74070.00,Bachelor's degree,None,None
County,Solano County,2014-2024,499071,"Maintenance and Repair Workers, General",450,21.54,44803.00,High school diploma or equivalent,None,Long-term on-the-job training
County,Solano County,2014-2024,373011,Landscaping and Groundskeeping Workers,440,17.56,36537.00,No formal educational credential,None,Short-term on-the-job training
County,Solano County,2014-2024,431011,First-Line Supervisors of Office and Administrative Support Workers,430,27.68,57574.00,High school diploma or equivalent,<5 years,None
County,Solano County,2014-2024,399011,Childcare Workers,420,11.34,23587.00,High school diploma or equivalent,None,Short-term on-the-job training
County,Solano County,2014-2024,351012,First-Line Supervisors of Food Preparation and Serving Workers,400,14.46,30072.00,High school diploma or equivalent,<5 years,None
County,Solano County,2014-2024,352014,"Cooks, Restaurant",400,11.12,23128.00,No formal educational credential,<5 years,Moderate-term on-the-job training
County,Solano County,2014-2024,292061,Licensed Practical and Licensed Vocational Nurses,390,26.46,55026.00,Postsecondary non-degree award,None,None
County,Solano County,2014-2024,434171,Receptionists and Information Clerks,360,17.17,35725.00,High school diploma or equivalent,None,Short-term on-the-job training
County,Solano County,2014-2024,435071,"Shipping, Receiving, and Traffic Clerks",360,17.84,37107.00,High school diploma or equivalent,None,Short-term on-the-job training
County,Solano County,2014-2024,452092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",350,9.59,19952.00,No formal educational credential,None,Short-term on-the-job training
County,Solano County,2014-2024,319092,Medical Assistants,340,19.04,39607.00,Postsecondary non-degree award,None,None
County,Solano County,2014-2024,472141,"Painters, Construction and Maintenance",330,22.41,46612.00,No formal educational credential,None,Moderate-term on-the-job training
County,Solano County,2014-2024,259041,Teacher Assistants,320,,32616.00,"Some college, no degree",None,None
County,Solano County,2014-2024,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,320,9.48,19732.00,No formal educational credential,None,Short-term on-the-job training
County,Solano County,2014-2024,533033,Light Truck or Delivery Services Drivers,320,16.93,35217.00,High school diploma or equivalent,None,Short-term on-the-job training
County,Solano County,2014-2024,537064,"Packers and Packagers, Hand",320,9.80,20375.00,No formal educational credential,None,Short-term on-the-job training
County,Solano County,2014-2024,291123,Physical Therapists,310,53.09,110417.00,Doctoral or professional degree,None,None
County,Solano County,2014-2024,311014,Nursing Assistants,310,14.92,31020.00,Postsecondary non-degree award,None,None
County,Solano County,2014-2024,393091,Amusement and Recreation Attendants,310,9.41,19569.00,No formal educational credential,None,Short-term on-the-job training
County,Solano County,2014-2024,519198,Helpers--Production Workers,310,15.54,32307.00,No formal educational credential,None,Short-term on-the-job training
County,Solano County,2014-2024,412021,Counter and Rental Clerks,300,12.94,26919.00,No formal educational credential,None,Short-term on-the-job training
County,Solano County,2014-2024,333051,Police and Sheriff's Patrol Officers,290,51.02,106114.00,High school diploma or equivalent,None,Moderate-term on-the-job training
County,Solano County,2014-2024,493023,Automotive Service Technicians and Mechanics,290,18.57,38613.00,Postsecondary non-degree award,None,Short-term on-the-job training
County,Solano County,2014-2024,512092,Team Assemblers,290,14.32,29785.00,High school diploma or equivalent,None,Moderate-term on-the-job training
County,Solano County,2014-2024,352011,"Cooks, Fast Food",280,9.55,19875.00,No formal educational credential,None,Short-term on-the-job training
County,Solano County,2014-2024,372012,Maids and Housekeeping Cleaners,280,10.65,22149.00,No formal educational credential,None,Short-term on-the-job training
County,Sonoma County,2014-2024,412031,Retail Salespersons,3330,11.90,24756.00,No formal educational credential,None,Short-term on-the-job training
County,Sonoma County,2014-2024,412011,Cashiers,2770,10.52,21895.00,No formal educational credential,None,Short-term on-the-job training
County,Sonoma County,2014-2024,353031,Waiters and Waitresses,2710,13.86,28828.00,No formal educational credential,None,Short-term on-the-job training
County,Sonoma County,2014-2024,353021,"Combined Food Preparation and Serving Workers, Including Fast Food",2180,9.57,19895.00,No formal educational credential,None,Short-term on-the-job training
County,Sonoma County,2014-2024,399021,Personal Care Aides,1830,11.91,24769.00,No formal educational credential,None,Short-term on-the-job training
County,Sonoma County,2014-2024,111021,General and Operations Managers,1610,48.15,100145.00,Bachelor's degree,≥5 years,None
County,Sonoma County,2014-2024,452092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1490,11.72,24383.00,No formal educational credential,None,Short-term on-the-job training
County,Sonoma County,2014-2024,537062,"Laborers and Freight, Stock, and Material Movers, Hand",1350,13.62,28331.00,No formal educational credential,None,Short-term on-the-job training
County,Sonoma County,2014-2024,435081,Stock Clerks and Order Fillers,1290,12.48,25973.00,No formal educational credential,None,Short-term on-the-job training
County,Sonoma County,2014-2024,119013,"Farmers, Ranchers, and Other Agricultural Managers",1140,45.31,94261.00,High school diploma or equivalent,≥5 years,None
County,Sonoma County,2014-2024,352014,"Cooks, Restaurant",1110,13.74,28573.00,No formal educational credential,<5 years,Moderate-term on-the-job training
County,Sonoma County,2014-2024,439061,"Office Clerks, General",1110,17.78,36963.00,High school diploma or equivalent,None,Short-term on-the-job training
County,Sonoma County,2014-2024,372011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",1100,13.26,27563.00,No formal educational credential,None,Short-term on-the-job training
County,Sonoma County,2014-2024,373011,Landscaping and Groundskeeping Workers,880,14.80,30786.00,No formal educational credential,None,Short-term on-the-job training
County,Sonoma County,2014-2024,259041,Teacher Assistants,820,,31500.00,"Some college, no degree",None,None
County,Sonoma County,2014-2024,352021,Food Preparation Workers,810,11.41,23729.00,No formal educational credential,None,Short-term on-the-job training
County,Sonoma County,2014-2024,252021,"Elementary School Teachers, Except Special Education",780,,63751.00,Bachelor's degree,None,Internship/Residency
County,Sonoma County,2014-2024,499071,"Maintenance and Repair Workers, General",780,21.88,45511.00,High school diploma or equivalent,None,Long-term on-the-job training
County,Sonoma County,2014-2024,132011,Accountants and Auditors,750,34.18,71082.00,Bachelor's degree,None,None
County,Sonoma County,2014-2024,359021,Dishwashers,750,10.41,21659.00,No formal educational credential,None,Short-term on-the-job training
County,Sonoma County,2014-2024,414012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",740,27.56,57316.00,High school diploma or equivalent,None,Moderate-term on-the-job training
